Timestamp,What program are you in currently?,Gender,What year are you in?,Are you happy with your program?,1. What field interests you the most?,2. I would like to have been part of the team that was responsible for:,3. Who would be your dream professor?,4. I would enjoy working...,5. An ideal outfit to wear to work would be:,"6. When you start work, ideally you would want to...",7. I would rather design something that...,8. I would rather analyze...,9. I would rather gather information for solving a problem...,10. I prefer to...,11. I would rather work as part of a...,12. When working on a project would you rather,13. What cause do you care about the most?,14. When setting goals for yourself you find yourself thinking about...,15. You are most likely to eavesdrop in a conversation regarding,16. What subject would you like to develop your skills in?,"17. In an ideal setting, you are working with:",18. Would you prefer to be the leader on a team?
2016/11/10 11:59:19 AM EST,Mechatronics Engineering,Male,2,Yes,Finance,The Robot,"Warren Buffett, Billionaire American Business Men",In a manufacturing facility,Formal,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Physics,People,Yes
2016/11/10 2:04:36 PM EST,Mechatronics Engineering,Male,3,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work in a start up,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the internal components of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes
2016/11/10 3:06:18 PM EST,Mechatronics Engineering,Male,3,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,Computers,Yes
2016/11/10 3:49:55 PM EST,Mechatronics Engineering,Male,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Write,Focused team,Continuously change and update requirements as you go,Health,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Business Processes,Yes
2016/11/10 4:42:54 PM EST,Mechatronics Engineering,Male,2,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Physics,Machinery,Yes
2016/11/10 6:28:56 PM EST,Mechatronics Engineering,Male,4,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Technology,Computers,Yes
2016/11/10 6:53:33 PM EST,Mechatronics Engineering,Female,1,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In an office,Formal,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes
2016/11/10 9:52:35 PM EST,Mechatronics Engineering,Female,2,Yes,Software Development,The Robot,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes
2016/11/11 10:38:47 AM EST,Mechatronics Engineering,Female,1,Yes,Construction,Solar Panels,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Blue prints and design drawings,By talking to the people who use the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes
2016/11/11 10:53:03 PM EST,Mechatronics Engineering,Female,3,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the internal components of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Machinery,No
2016/11/07 12:22:08 PM EST,Nanotechnology Engineering,Male,1,Yes,Manufacturing,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Formal,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the design and implementation of the system,Write,Focused team,Continuously change and update requirements as you go,Health,A week from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Technology,People,Yes
2016/11/07 2:38:14 PM EST,Nanotechnology Engineering,Male,2,Yes,Research,The Robot,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,A microchip that is smaller than usual but twice as powerful as before,Physics,People,Yes
2016/11/07 3:03:11 PM EST,Nanotechnology Engineering,Female,1,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Focused team,Continuously change and update requirements as you go,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Life Science,People,No
2016/11/07 3:43:52 PM EST,Nanotechnology Engineering,Female,1,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Protective Clothing,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Physics,People,Yes
2016/11/07 3:44:02 PM EST,Nanotechnology Engineering,Male,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By talking to the people who use the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Computers,No
2016/11/07 3:53:54 PM EST,Nanotechnology Engineering,Female,1,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a manufacturing facility,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes
2016/11/07 5:03:35 PM EST,Nanotechnology Engineering,Female,2,Yes,Research,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Human Rights,A week from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Computers,Yes
2016/11/07 6:19:33 PM EST,Nanotechnology Engineering,Male,1,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,Computers,Yes
2016/11/07 6:44:45 PM EST,Nanotechnology Engineering,Female,3,Yes,Research,Penicillin,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,One year from now,A microchip that is smaller than usual but twice as powerful as before,Life Science,People,Yes
2016/11/07 7:39:56 PM EST,Nanotechnology Engineering,Female,1,Yes,Research,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,Five years from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Life Science,People,Yes
2016/11/07 10:32:52 PM EST,Nanotechnology Engineering,Male,2,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,No
2016/11/08 9:38:00 AM EST,Nanotechnology Engineering,Male,3,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work in a start up,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Bringing Technology to developing countries,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,People,Yes
2016/11/08 9:39:00 AM EST,Nanotechnology Engineering,Male,3,Yes,Manufacturing,Penicillin,"Elon Musk, Founder of Tesla",In an office,Formal,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Computers,No
2016/11/08 9:43:58 AM EST,Nanotechnology Engineering,Male,3,Yes,Software Development,The Robot,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Focused team,Continuously change and update requirements as you go,Health,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Computers,Yes
2016/11/08 9:44:24 AM EST,Nanotechnology Engineering,Male,3,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In an office,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By talking to the people who use the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Technology,Business Processes,Yes
2016/11/08 9:45:16 AM EST,Nanotechnology Engineering,Male,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Read,Focused team,Continuously change and update requirements as you go,Health,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Business Processes,Yes
2016/11/08 9:46:42 AM EST,Nanotechnology Engineering,Male,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,Today,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,People,No
2016/11/08 9:46:52 AM EST,Nanotechnology Engineering,Male,3,Yes,Research,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,No
2016/11/08 9:50:01 AM EST,Nanotechnology Engineering,Male,4,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes
2016/11/08 9:52:05 AM EST,Nanotechnology Engineering,Male,3,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Read,Focused team,Know all the requirements for the project at the beginning,Environment,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,Yes
2016/11/08 9:53:00 AM EST,Nanotechnology Engineering,Male,3,Yes,Finance,The CN Tower,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By talking to the people who use the system,Talk,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes
2016/11/08 9:57:24 AM EST,Nanotechnology Engineering,Male,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Physics,People,Yes
2016/11/08 9:57:33 AM EST,Nanotechnology Engineering,Male,2,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Talk,Focused team,Continuously change and update requirements as you go,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,Machinery,Yes
2016/11/08 10:04:03 AM EST,Nanotechnology Engineering,Female,3,Yes,Manufacturing,The Automobile,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Blue prints and design drawings,By analyzing the internal components of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Environment,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes
2016/11/08 10:06:27 AM EST,Nanotechnology Engineering,Male,2,Yes,Research,The Internet,"Elon Musk, Founder of Tesla",In a laboratory,Protective Clothing,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Environment,One year from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Machinery,Yes
2016/11/08 10:22:24 AM EST,Nanotechnology Engineering,Male,3,Yes,Research,Penicillin,"David Suzuki, Environmental Activist",In a laboratory,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes
2016/11/08 10:28:11 AM EST,Nanotechnology Engineering,Female,3,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the internal components of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Environment,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Math,People,No
2016/11/08 10:45:19 AM EST,Nanotechnology Engineering,Male,4,Yes,Research,The Robot,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the inputs and outputs of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Health,Today,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes
2016/11/08 10:52:59 AM EST,Nanotechnology Engineering,Male,4,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a manufacturing facility,Extremely Casual,Work for a small company,I can see function and tangibly touch the parts,Test results,By analyzing the internal components of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes
2016/11/08 11:09:49 AM EST,Nanotechnology Engineering,Female,2,Yes,Research,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Protective Clothing,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,Five years from now,A factory that is able to 100% rely on robotics while producing no defected products,Math,Machinery,Yes
2016/11/08 11:13:38 AM EST,Nanotechnology Engineering,Male,2,Yes,Research,Solar Panels,"David Suzuki, Environmental Activist",In the outdoors,Extremely Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Focused team,Know all the requirements for the project at the beginning,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes
2016/11/08 11:37:40 AM EST,Nanotechnology Engineering,Male,Alumni,Yes,Research,Penicillin,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes
2016/11/08 11:41:26 AM EST,Nanotechnology Engineering,Female,4,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Life Science,People,Yes
2016/11/08 11:44:23 AM EST,Nanotechnology Engineering,Male,2,Yes,Manufacturing,Penicillin,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work in a start up,I can see function and tangibly touch the parts,Test results,By analyzing the design and implementation of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,No
2016/11/08 11:53:52 AM EST,Nanotechnology Engineering,Male,3,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Test results,By talking to the people who use the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Environment,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,People,Yes
2016/11/08 12:18:22 PM EST,Nanotechnology Engineering,Male,3,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the internal components of the system,Write,Focused team,Know all the requirements for the project at the beginning,Health,A week from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,No
2016/11/08 12:36:43 PM EST,Nanotechnology Engineering,Female,2,Yes,Research,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Physics,People,Yes
2016/11/08 12:41:18 PM EST,Nanotechnology Engineering,Male,2,Yes,Research,The Internet,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,No
2016/11/08 12:56:22 PM EST,Nanotechnology Engineering,Male,4,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By talking to the people who use the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,A week from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Physics,Computers,No
2016/11/08 12:56:33 PM EST,Nanotechnology Engineering,Female,2,Yes,Manufacturing,Solar Panels,"Elon Musk, Founder of Tesla",In a manufacturing facility,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Math,People,Yes
2016/11/08 1:06:55 PM EST,Nanotechnology Engineering,Male,3,Yes,Research,The Internet,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work in a start up,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A week from now,A microchip that is smaller than usual but twice as powerful as before,Math,Computers,Yes
2016/11/08 1:15:25 PM EST,Nanotechnology Engineering,Male,2,Yes,Manufacturing,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,One year from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Math,Machinery,Yes
2016/11/08 1:28:35 PM EST,Nanotechnology Engineering,Male,3,Yes,Research,Penicillin,"Elon Musk, Founder of Tesla",In a laboratory,Protective Clothing,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Read,Focused team,Know all the requirements for the project at the beginning,Health,One year from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Technology,Machinery,Yes
2016/11/08 2:37:20 PM EST,Nanotechnology Engineering,Male,2,Yes,Manufacturing,The Robot,"Elon Musk, Founder of Tesla",In a manufacturing facility,Formal,Work for a large corporation,I can see function and tangibly touch the parts,Graphs and charts,By analyzing the internal components of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes
2016/11/08 2:40:55 PM EST,Nanotechnology Engineering,Male,3,Yes,Research,Penicillin,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Math,People,Yes
2016/11/08 3:31:31 PM EST,Nanotechnology Engineering,Male,3,Yes,Research,Penicillin,"Elon Musk, Founder of Tesla",In the outdoors,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Human Rights,One year from now,A factory that is able to 100% rely on robotics while producing no defected products,Life Science,People,Yes
2016/11/08 3:37:26 PM EST,Nanotechnology Engineering,Male,4,Yes,Research,Solar Panels,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Environment,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Machinery,Yes
2016/11/08 3:39:23 PM EST,Nanotechnology Engineering,Male,4,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Extremely Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the design and implementation of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Math,People,Yes
2016/11/08 4:06:30 PM EST,Nanotechnology Engineering,Female,2,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By talking to the people who use the system,Listen,Focused team,Know all the requirements for the project at the beginning,Health,A week from now,A new way to deal with movement in the Earth’s surface to protect buildings from earthquakes,Life Science,People,No
2016/11/08 7:12:39 PM EST,Nanotechnology Engineering,Male,4,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Blue prints and design drawings,By analyzing the inputs and outputs of the system,Read,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Computers,Yes
2016/11/08 7:29:17 PM EST,Nanotechnology Engineering,Female,2,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In the outdoors,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the design and implementation of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,A week from now,A microchip that is smaller than usual but twice as powerful as before,Physics,Machinery,Yes
2016/11/08 7:52:41 PM EST,Nanotechnology Engineering,Male,2,Yes,Research,Solar Panels,"Elon Musk, Founder of Tesla",In a laboratory,Business Casual,Work for a small company,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Listen,Multidisciplinary team,Know all the requirements for the project at the beginning,Environment,One year from now,A microchip that is smaller than usual but twice as powerful as before,Technology,People,Yes
2016/11/08 10:50:33 PM EST,Nanotechnology Engineering,Male,1,Yes,Software Development,The Internet,"Mark Zuckerberg, Founder of Facebook",In an office,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Graphs and charts,By analyzing the inputs and outputs of the system,Listen,Focused team,Know all the requirements for the project at the beginning,Bringing Technology to developing countries,A week from now,A microchip that is smaller than usual but twice as powerful as before,Technology,Computers,Yes
2016/11/09 8:56:24 AM EST,Nanotechnology Engineering,Male,2,Yes,Research,Penicillin,"Madam Marie Curie, Noble Price Winner for work on radioactivity",In a laboratory,Extremely Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the internal components of the system,Talk,Multidisciplinary team,Continuously change and update requirements as you go,Health,Five years from now,"A groundbreaking metal that will create stronger cars, planes and spaceships for a cheaper cost",Life Science,People,Yes
2016/11/09 11:03:01 AM EST,Nanotechnology Engineering,Male,2,Yes,Research,The Internet,"Mark Zuckerberg, Founder of Facebook",In a laboratory,Business Casual,Work for a large corporation,"I can see it function and prove it works, but can't necessary touch",Test results,By analyzing the inputs and outputs of the system,Write,Multidisciplinary team,Know all the requirements for the project at the beginning,Health,Five years from now,A microchip that is smaller than usual but twice as powerful as before,Life Science,People,Yes
